BODY;NAME;PUN;NAMETYPE;TYPE;TYPECODE;NAMEDETAIL;NAMEORIGIN;WORK;COUNTRY;NATIONALTY;CENTURYN;CENTURYC;BIRTHDATE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;LENGTHKM;WIDEKM;Target;Feature_ID;Feature_Name;Clean_Feature_Name;Feature_Type;Feature_Type_Code;Diameter;Center_Latitude;Center_Longitude;Northern_Latitude;Southern_Latitude;Eastern_Longitude;Western_Longitude;Coordinate_System;Quad;Origin;Continent;Ethnicity;Approval_Status;Approval_Date;Reference;Last_Updated;Additional_Info;;
Europe;DRUMSKINNY LINEA;EULI4830N19900;Formation nommée;Ligne allongée sombre ou brillante;LI;DRUMSKINNY LINEA;Approuvé par l'UAI en 2003;Endroit;Nation celte;celte;Non applicable;Non applicable;Non applicable;Non applicable;Rangée de pierres en Irlande.;199,00;199°0';48,30;48°17';1 375,00;???;Europa;1643;Drumskinny Linea;Drumskinny Linea;Linea, lineae;LI;1 375,00;48.3;199,00;60.7;23.9;218.3;167.6;Planetographic  +East  0 - 360;;Stone row in Ireland.;Europe;Celtic;Approved;2003;142;10/01/2006;;;
Europe;DYFED REGIO;EURE1000N11000;Formation nommée;Grande région géographique;RE;DYFED REGIO;Approuvé par l'UAI le 11 Mai 2007;Endroit;Pays de Galle;gallois;Non applicable;Non applicable;Non applicable;Non applicable;Dans la mythologie galloise, Royaume au Sud Ouest du pays de Galles, juste à l'Est de Annwn et contenant un mystérieux domaine.;110,00;110°0';10,00;10°0';1 750,00;???;Europa;14293;Dyfed Regio;Dyfed Regio;Regio, regiones;RE;1 750,00;10,00;110,00;42,00;-22,00;135,00;78,00;Planetographic  +East  0 - 360;;In Welsh mythology, the southwestern kingdom of Wales just east of Annwn, containing a mysterious realm.  ;Europe;Wales;Approved;May 11, 2007;160;05/11/2007;;;
Europe;DYLAN;EUAA5530S27560;Formation nommée;Cratère;AA;DYLAN;Approuvé par l'UAI en 2000;Dieu;Nation celte;celte;Non applicable;Non applicable;Non applicable;Non applicable;Dieu de la mer celte.;275,60;275°36';-55,30;-55°-17';5,30;5,3;Europa;1683;Dylan;Dylan;Crater, craters;AA;5.3;-55.3;275.6;;;;;Planetographic  +East  0 - 360;;Celtic sea god.;Europe;Celtic;Approved;2000;83;10/01/2006;;;
Europe;ECHION LINEA;EULI1160S17480;Formation nommée;Ligne allongée sombre ou brillante;LI;ECHION LINEA;Approuvé par l'UAI en 1985;Humain;Grèce;grec;Non applicable;Non applicable;Non applicable;Non applicable;Survivant humain que Cadmus recousut avec une dent du dragon, un des fondateur de Thèbes.;174,80;174°48';-11,60;-11°-36';1 026,00;???;Europa;1708;Echion Linea;Echion Linea;Linea, lineae;LI;1 026,00;-11.6;174.8;-9.9;-16,00;195.3;158.4;Planetographic  +East  0 - 360;;"Survivor of the men Cadmus sowed with the dragon's teeth; a founder of Thebes.";Europe;Greek;Approved;1985;19;10/01/2006;;;
Europe;ELATHAN;EUAA3190S28020;Formation nommée;Cratère;AA;ELATHAN;Approuvé par l'UAI en 2000;Roi;Nation celte;celte;Non applicable;Non applicable;Non applicable;Non applicable;Roi celte, père de Bres, dieu du Soleil.;280,20;280°11';-31,90;-31°-53';2,50;2,5;Europa;1757;Elathan;Elathan;Crater, craters;AA;2.5;-31.9;280.2;;;;;Planetographic  +East  0 - 360;;Handsome Celtic king, father of sun god Bres.;Europe;Celtic;Approved;2000;83;10/01/2006;;;
Europe;EOCHAID;EUAA5048S12667;Formation nommée;Cratère;AA;EOCHAID;Approuvé par l'UAI en 2006;Roi;Nation celte;celte;Non applicable;Non applicable;Non applicable;Non applicable;Roi des Fir Bolgs dans la mythologie celte.;126,67;126°40';-50,48;-50°-28';10,60;10,6;Europa;6969;Eochaid;Eochaid;Crater, craters;AA;10.6;-50.48;126.67;-50.2;-50.66;127.05;126.31;Planetographic  +East  0 - 360;;King of the Fir Bolgs in Celtic mythology.;Europe;Celtic;Approved;2006;83;10/01/2006;;;
Europe;EUPHEMUS LINEA;EULI1140S31430;Formation nommée;Ligne allongée sombre ou brillante;LI;EUPHEMUS LINEA;Approuvé par l'UAI en 2003;Demi dieu;Grèce;grec;Non applicable;Non applicable;Non applicable;Non applicable;Dans la mythologie grecque, fils d'Europe et de Poséidon qui pouvait marcher sur l'eau.;314,30;314°18';-11,40;-11°-24';1 250,00;???;Europa;1871;Euphemus Linea;Euphemus Linea;Linea, lineae;LI;1 250,00;-11.4;314.3;-2.6;-20,00;333.1;290.2;Planetographic  +East  0 - 360;;In Greek mythology, son of Europa and Poseidon who could walk on water.;Europe;Greek;Approved;2003;1;10/01/2006;;;
Europe;FALGA REGIO;EURE3000N15000;Formation nommée;Grande région géographique;RE;FALGA REGIO;Approuvé par l'UAI le 11 Mai 2007;Endroit;Nation celte;celte;Non applicable;Non applicable;Non applicable;Non applicable;Dans la mythologie celte, île où Midir possédait une place forte.;150,00;150°0';30,00;30°0';2 500,00;???;Europa;14294;Falga Regio;Falga Regio;Regio, regiones;RE;2 500,00;30,00;150,00;55,00;0,00;210,00;72,00;Planetographic  +East  0 - 360;;In Celtic mythology, island where Midir had a stronghold.;Europe;Celtic;Approved;May 11, 2007;128;05/11/2007;;;
Europe;GLAUKOS LINEA;EULI5780N12910;Formation nommée;Ligne allongée sombre ou brillante;LI;GLAUKOS LINEA;Approuvé par l'UAI en 2003;Humain;Grèce;grec;Non applicable;Non applicable;Non applicable;Non applicable;Fils de Minos dans la mythologie grecque.;129,10;129°5';57,80;57°47';1 400,00;???;Europa;2185;Glaukos Linea;Glaukos Linea;Linea, lineae;LI;1 400,00;57.8;129.1;78.4;30.7;131.4;107.7;Planetographic  +East  0 - 360;;Son of Minos in Greek mythology.;Europe;Greek;Approved;2003;27;10/01/2006;;;
Europe;GORTYNA FLEXUS;EUFE4210S21540;Formation nommée;Crête basse et incurvée;FE;GORTYNA FLEXUS;Approuvé par l'UAI en 1979;Endroit;Grèce;grec;Non applicable;Non applicable;Non applicable;Non applicable;Endroit en Crète où Zeus amena Europe.;215,40;215°24';-42,10;-42°-6';940,00;???;Europa;2226;Gortyna Flexus;Gortyna Flexus;Flexus, flexÅ«s;FE;940,00;-42.1;215.4;-25.4;-50,00;223.2;184.2;Planetographic  +East  0 - 360;;Place on Crete where Zeus brought Europa.;Europe;Greek;Approved;1979;19;10/01/2006;;;
Europe;GOVANNAN;EUAA3730S5720;Formation nommée;Cratère;AA;GOVANNAN;Approuvé par l'UAI en 1997;Humain;Nation celte;celte;Non applicable;Non applicable;Non applicable;Non applicable;Un des enfants de Don, forgeron et brasseur.;57,20;57°12';-37,30;-37°-17';11,50;11,5;Europa;2228;Govannan;Govannan;Crater, craters;AA;11.5;-37.3;57.2;-37,00;-37.4;57.5;57,00;Planetographic  +East  0 - 360;;One of the Children of Don, a smith and brewer.;Europe;Celtic;Approved;1997;1;10/01/2006;;;
Europe;GRAINNE;EUAA5970S26060;Formation nommée;Cratère;AA;GRAINNE;Approuvé par l'UAI en 2000;Humain;Irlande;irlandais;Non applicable;Non applicable;Non applicable;Non applicable;Fille de Cormac Mac Art, le Roi mythique d'Ulster et femme de Diarmuid.;260,60;260°36';-59,70;-59°-42';13,50;13,5;Europa;2263;GrÃ¡inne;Grainne;Crater, craters;AA;13.5;-59.7;260.6;-59.5;-60,00;261.1;260.1;Planetographic  +East  0 - 360;;Daughter of Cormac Mac Art, the mythical High King of Ulster, and wife of Diarmuid.;Europe;Ireland;Approved;2000;152;11/17/08;;;
Europe;GWERN;EUAA914N1546;Formation nommée;Cratère;AA;GWERN;Approuvé par l'UAI en 2006;Humain;Nation celte;celte;Non applicable;Non applicable;Non applicable;Non applicable;Fils de Branwen dans la mythologie celtique.;15,46;15°27';9,14;9°8';22,20;22,2;Europa;6970;Gwern;Gwern;Crater, craters;AA;22.2;9.14;15.46;9.57;8.73;15.91;15.03;Planetographic  +East  0 - 360;;Son of Branwen in Celtic mythology.;Europe;Celtic;Approved;2006;83;10/01/2006;;;
Europe;GWYDION;EUAA6050S27840;Formation nommée;Cratère;AA;GWYDION;Approuvé par l'UAI en 2000;Poète;Nation celte;celte;Non applicable;Non applicable;Non applicable;Non applicable;Poète celtique, un des enfants de la déesse mère Don.;278,40;278°23';-60,50;-60°-30';5,00;5;Europa;2296;Gwydion;Gwydion;Crater, craters;AA;5,00;-60.5;278.4;-60.4;-60.6;278.6;278.3;Planetographic  +East  0 - 360;;Celtic poet, one of the children of the mother goddess Don.;Europe;Celtic;Approved;2000;1;10/01/2006;;;
Europe;HARMONIA LINEA;EULI2800N18830;Formation nommée;Ligne allongée sombre ou brillante;LI;HARMONIA LINEA;Approuvé par l'UAI en 1997;Humain;Grèce;grec;Non applicable;Non applicable;Non applicable;Non applicable;Femme de Cadmus.;188,30;188°18';28,00;28°0';1 154,00;???;Europa;2368;Harmonia Linea;Harmonia Linea;Linea, lineae;LI;1 154,00;28,00;188.3;32,00;17.5;210.9;167.4;Planetographic  +East  0 - 360;;Wife of Cadmus.;Europe;Greek;Approved;1997;1;10/01/2006;;;
Europe;HYPERENOR LINEA;EULI1210S3560;Formation nommée;Ligne allongée sombre ou brillante;LI;HYPERENOR LINEA;Approuvé par l'UAI en 1997;Humain;Grèce;grec;Non applicable;Non applicable;Non applicable;Non applicable;Survivant humain que Cadmus recousut avec une dent du dragon, un des fondateur de Thèbes.;35,60;35°36';-12,10;-12°-5';2 996,00;???;Europa;2615;Hyperenor Linea;Hyperenor Linea;Linea, lineae;LI;2 996,00;-12.1;35.6;35,00;-45.3;345.4;65.6;Planetographic  +East  0 - 360;;Survivor of the men Cadmus sowed with dragon's teeth, a founder of Thebes.;Europe;Greek;Approved;1997;19;10/01/2006;;;
Europe;INO LINEA;EULI170S18540;Formation nommée;Ligne allongée sombre ou brillante;LI;INO LINEA;Approuvé par l'UAI en 1997;Humain;Grèce;grec;Non applicable;Non applicable;Non applicable;Non applicable;Fille d'Harmonia et Cadmus.;185,40;185°24';-1,70;-1°-42';1 515,00;???;Europa;2699;Ino Linea;Ino Linea;Linea, lineae;LI;1 515,00;-1.7;185.4;15.6;-16.4;206.6;161.8;Planetographic  +East  0 - 360;;Daughter of Harmonia and Cadmus.;Europe;Greek;Approved;1997;1;10/01/2006;;;
Europe;KATREUS LINEA;EULI3880S14670;Formation nommée;Ligne allongée sombre ou brillante;LI;KATREUS LINEA;Approuvé par l'UAI en 2000;Humain;Grèce;grec;Non applicable;Non applicable;Non applicable;Non applicable;Fils de Minos dans la mythologie grecque.;146,70;146°41';-38,80;-38°-47';195,00;???;Europa;2959;Katreus Linea;Katreus Linea;Linea, lineae;LI;195,00;-38.8;146.7;-37.6;-39.7;151.3;142.6;Planetographic  +East  0 - 360;;Son of Minos in Greek mythology.;Europe;Greek;Approved;2000;19;10/01/2006;;;
Europe;KENNET LINEA;EULI4100S4800;Formation nommée;Ligne allongée sombre ou brillante;LI;KENNET LINEA;Approuvé par l'UAI en 2003;Endroit;Nation celte;celte;Non applicable;Non applicable;Non applicable;Non applicable;Rangée de pierres en Angleterre.;48,00;48°0';-41,00;-41°0';3 200,00;???;Europa;2988;Kennet Linea;Kennet Linea;Linea, lineae;LI;3 200,00;-41,00;48,00;-26.6;-27.3;114.2;360,00;Planetographic  +East  0 - 360;;Stone row in England.;Europe;Celtic;Approved;2003;142;10/01/2006;;;
Europe;LIBYA LINEA;EULI5400S17900;Formation nommée;Ligne allongée sombre ou brillante;LI;LIBYA LINEA;Approuvé par l'UAI en 1979;Humain;Grèce;grec;Non applicable;Non applicable;Non applicable;Non applicable;Mère d'Agénor.;179,00;179°0';-54,00;-54°0';366,00;???;Europa;3390;Libya Linea;Libya Linea;Linea, lineae;LI;366,00;-54,00;179,00;-49.7;-59.3;186.3;169.7;Planetographic  +East  0 - 360;;"Greek; Agenor's mother.";Europe;Greek;Approved;1979;19;10/01/2006;;;
Europe;LLYR;EUAA180S13820;Formation nommée;Cratère;AA;LLYR;Approuvé par l'UAI en 2000;Dieu;Nation celte;celte;Non applicable;Non applicable;Non applicable;Non applicable;Dieu celte de la mer.;138,20;138°11';-1,80;-1°-48';1,10;1,1;Europa;3435;Llyr;Llyr;Crater, craters;AA;1.1;-1.8;138.2;;;;;Planetographic  +East  0 - 360;;Celtic sea god.;Europe;Celtic;Approved;2000;83;10/01/2006;;;
Europe;LUCHTAR;EUAA4020S10243;Formation nommée;Cratère;AA;LUCHTAR;Approuvé par l'UAI en 2006;Dieu;Nation celte;celte;Non applicable;Non applicable;Non applicable;Non applicable;Dieu celte des charpentiers.;102,43;102°25';-40,20;-40°-12';19,90;19,9;Europa;6971;Luchtar;Luchtar;Crater, craters;AA;19.9;-40.2;102.43;-39.91;-40.5;102.89;101.93;Planetographic  +East  0 - 360;;Celtic god of carpentry.;Europe;Celtic;Approved;2006;160;10/01/2006;;;
Europe;LUG;EUAA2799N31569;Formation nommée;Cratère;AA;LUG;Approuvé par l'UAI en 2006;Dieu;Irlande;irlandais;Non applicable;Non applicable;Non applicable;Non applicable;Dieu universel irlandais.;315,69;315°41';27,99;27°59';11,00;11;Europa;6972;Lug;Lug;Crater, craters;AA;11,00;27.99;315.69;28.18;27.78;315.94;315.45;Planetographic  +East  0 - 360;;Irish omnicompetent god.;Europe;Ireland;Approved;2006;1;5/15/10;;;
Europe;MAEL DUIN;EUAA1680S16210;Formation nommée;Cratère;AA;MAEL DUIN;Approuvé par l'UAI en 2000;Héros;Nation celte;celte;Non applicable;Non applicable;Non applicable;Non applicable;Héros celte.;162,10;162°5';-16,80;-16°-48';2,00;2;Europa;3569;Mael DÃºin;Mael Duin;Crater, craters;AA;2,00;-16.8;162.1;;;;;Planetographic  +East  0 - 360;;Celtic hero.;Europe;Celtic;Approved;2000;152;11/17/08;;;
Europe;MAEVE;EUAA5880N28110;Formation nommée;Cratère;AA;MAEVE;Approuvé par l'UAI en 2000;Reine;Irlande;irlandaise;Non applicable;Non applicable;Non applicable;Non applicable;Reine irlandaise mythologique de la province de Connacht.;281,10;281°6';58,80;58°47';21,30;21,3;Europa;3571;Maeve;Maeve;Crater, craters;AA;21.3;58.8;281.1;59.2;58.4;281.9;280.3;Planetographic  +East  0 - 360;;Mythological Irish queen of Connacht province.;Europe;Ireland;Approved;2000;152;10/01/2006;;;
Europe;MANANNAN;EUAA310N12030;Formation nommée;Cratère;AA;MANANNAN;Approuvé par l'UAI en 1997;Dieu;Nation celte;celte;Non applicable;Non applicable;Non applicable;Non applicable;Dieu irlandais de la fertilité et de la mer.;120,30;120°17';3,10;3°6';30,00;30;Europa;3622;ManannÃ¡n;Manannan;Crater, craters;AA;30,00;3.1;120.3;3.8;2.4;120.9;119.5;Planetographic  +East  0 - 360;;Irish sea and fertility god.;Europe;Celtic;Approved;1997;1;11/17/08;;;
Europe;MATH;EUAA2560S17630;Formation nommée;Cratère;AA;MATH;Approuvé par l'UAI en 2000;Dieu;Nation celte;celte;Non applicable;Non applicable;Non applicable;Non applicable;Dieu celte de la richesse de la province Connacht.;176,30;176°18';-25,60;-25°-36';10,80;10,8;Europa;3749;Math;Math;Crater, craters;AA;10.8;-25.6;176.3;-25.4;-25.8;176.5;176.1;Planetographic  +East  0 - 360;;Celtic god of wealth and treasure.;Europe;Celtic;Approved;2000;160;10/01/2006;;;
Europe;MEHEN LINEA;EULI5600N12330;Formation nommée;Ligne allongée sombre ou brillante;LI;MEHEN LINEA;Approuvé par l'UAI en 2003;Endroit;France;français;Non applicable;Non applicable;Non applicable;Non applicable;Rangée de pierres en Bretagne.;123,30;123°17';56,00;56°0';1 500,00;???;Europa;3803;Mehen Linea;Mehen Linea;Linea, lineae;LI;1 500,00;56,00;123.3;47.1;47.1;165.2;81.7;Planetographic  +East  0 - 360;;Stone row in Brittany, France.;Europe;France;Approved;2003;142;10/01/2006;;;
Europe;MERRIVALE LINEA;EULI4100S6050;Formation nommée;Ligne allongée sombre ou brillante;LI;MERRIVALE LINEA;Approuvé par l'UAI en 2003;Endroit;Nation celte;celte;Non applicable;Non applicable;Non applicable;Non applicable;Rangée de pierres en Angleterre.;60,50;60°30';-41,00;-41°0';1 600,00;???;Europa;3861;Merrivale Linea;Merrivale Linea;Linea, lineae;LI;1 600,00;-41,00;60.5;-12.6;-69,00;67.3;42,00;Planetographic  +East  0 - 360;;Stone row in England.;Europe;Celtic;Approved;2003;142;10/01/2006;;;
Europe;MIDIR;EUAA365N2125;Formation nommée;Cratère;AA;MIDIR;Approuvé par l'UAI en 2006;Divinité;Nation celte;celte;Non applicable;Non applicable;Non applicable;Non applicable;Divinité celte du destin et du monde souterrain.;21,25;21°15';3,65;3°39';37,40;37,4;Europa;6973;Midir;Midir;Crater, craters;AA;37.4;3.65;21.25;4.33;2.96;21.92;20.66;Planetographic  +East  0 - 360;;Gaelic fate and underworld deity.;Europe;Celtic;Approved;2006;83;10/01/2006;;;
Europe;MINOS LINEA;EULI4720N16480;Formation nommée;Ligne allongée sombre ou brillante;LI;MINOS LINEA;Approuvé par l'UAI en 1979;Demi dieu;Grèce;grec;Non applicable;Non applicable;Non applicable;Non applicable;Fils d'Europe et de Zeus.;164,80;164°48';47,20;47°12';2 170,00;???;Europa;3915;Minos Linea;Minos Linea;Linea, lineae;LI;2 170,00;47.2;164.8;33.8;33.7;209.8;112.1;Planetographic  +East  0 - 360;;"Greek; son of Europa and Zeus.";Europe;Greek;Approved;1979;19;10/01/2006;;;
Europe;MORVRAN;EUAA490S20740;Formation nommée;Cratère;AA;MORVRAN;Approuvé par l'UAI en 1985;Humain;Nation celte;celte;Non applicable;Non applicable;Non applicable;Non applicable;Fils laid de Tegid.;207,40;207°24';-4,90;-4°-54';15,00;15;Europa;4045;Morvran;Morvran;Crater, craters;AA;15,00;-4.9;207.4;-4.6;-5.2;207.7;207.1;Planetographic  +East  0 - 360;;"Celtic; ugly son of Tegid.";Europe;Celtic;Approved;1985;27;10/01/2006;;;
Europe;MOYTURA REGIO;EURE5000S6570;Formation nommée;Grande région géographique;RE;MOYTURA REGIO;Approuvé par l'UAI en 1997;Endroit;Nation celte;celte;Non applicable;Non applicable;Non applicable;Non applicable;Lieu de batailles entre les Fomoriens et les Tautha de Danann.;65,70;65°42';-50,00;-50°0';483,00;???;Europa;4057;Moytura Regio;Moytura Regio;Regio, regiones;RE;483,00;-50,00;65.7;-43.1;-55.7;74.7;52.6;Planetographic  +East  0 - 360;;Location of battles between the Fomorians and the Tautha de Danann.;Europe;Celtic;Approved;1997;1;10/01/2006;;;
Europe;MURIAS CHAOS;EUCH2240N27620;Formation nommée;Région distincte de terrains brisés;CH;MURIAS CHAOS;Approuvé par l'UAI en 2003;Endroit;Nation celte;celte;Non applicable;Non applicable;Non applicable;Non applicable;Une des quatre grandes cités des Tautha de Danann (Peuple de la déesse Danu) dans les mythes celtes.;276,20;276°11';22,40;22°23';116,00;???;Europa;4074;Murias Chaos;Murias Chaos;Chaos, chaoses;CH;116,00;22.4;276.2;24,00;20.6;278.6;274.1;Planetographic  +East  0 - 360;;One of the four great cities of the Tuatha DÃ© Danann (the people of the goddess Danu, the wizards) in Irish Celtic myths.;Europe;Celtic;Approved;2003;160;11/17/08;;;
Europe;NARBERTH CHAOS;EUCH2600S8700;Formation nommée;Région distincte de terrains brisés;CH;NARBERTH CHAOS;Approuvé par l'UAI le 23 août 2007;Humain;Nation celte;celte;Non applicable;Non applicable;Non applicable;Non applicable;Chef de Pwyll qui rencontra sa future femme Rhiannon près d'un tertre voisin.;87,00;87°0';-26,00;-26°0';20,00;???;Europa;14304;Narberth Chaos;Narberth Chaos;Chaos, chaoses;CH;20,00;-26,00;87,00;;;;;Planetographic  +East  0 - 360;;"Chief court of Pwyll; he first saw his future wife Rhiannon at a nearby mound.";Europe;Celtic;Approved;Aug 23, 2007;128;8/23/07;;;
Europe;NIAMH;EUAA2110N14310;Formation nommée;Cratère;AA;NIAMH;Approuvé par l'UAI en 2000;Déesse;Nation celte;celte;Non applicable;Non applicable;Non applicable;Non applicable;Fille à la chevelure dorée du dieu celte de la mer et de la fertilité Manannain.;143,10;143°5';21,10;21°6';5,00;5;Europa;4245;Niamh;Niamh;Crater, craters;AA;5,00;21.1;143.1;;;;;Planetographic  +East  0 - 360;;Golden-haired daughter of the Celtic sea and fertility god ManannÃ¡n.;Europe;Celtic;Approved;2000;83;11/17/08;;;
Europe;OGMA;EUAA8745N7214;Formation nommée;Cratère;AA;OGMA;Approuvé par l'UAI en 2006;Dieu;Nation celte;celte;Non applicable;Non applicable;Non applicable;Non applicable;Dieu celte de l'éloquence et de la littérature, un des fils de Dagda.;72,14;72°8';87,45;87°27';5,00;5;Europa;6974;Ogma;Ogma;Crater, craters;AA;5,00;87.45;72.14;87.53;87.37;73.66;70.05;Planetographic  +East  0 - 360;;Celtic god of eloquence and literature, a son of Dagda.;Europe;Celtic;Approved;2006;160;10/01/2006;;;
Europe;OISIN;EUAA5230S14660;Formation nommée;Cratère;AA;OISIN;Approuvé par l'UAI en 2000;Héros;Irlande;irlandais;Non applicable;Non applicable;Non applicable;Non applicable;Guerrier mythologique irlandais fils de Fionn Mac Cumhail et Sabd.;146,60;146°35';-52,30;-52°-17';6,20;6,2;Europa;4421;OisÃ­n;Oisin;Crater, craters;AA;6.2;-52.3;146.6;-52.2;-52.4;146.8;146.4;Planetographic  +East  0 - 360;;Mythical Irish warrior, son of Fionn Mac Cumhail and Sadb.;Europe;Ireland;Approved;2000;160;11/17/08;;;
Europe;ONGA LINEA;EULI3870S14870;Formation nommée;Ligne allongée sombre ou brillante;LI;ONGA LINEA;Approuvé par l'UAI en 2000;Endroit;Grèce;grec;Non applicable;Non applicable;Non applicable;Non applicable;Nom phénicien d'Athènes.;148,70;148°41';-38,70;-38°-42';870,00;???;Europa;4465;Onga Linea;Onga Linea;Linea, lineae;LI;870,00;-38.7;148.7;-36.4;-36.7;169.3;129.7;Planetographic  +East  0 - 360;;Phoenician name for Athene.;Europe;Greek;Approved;2000;19;10/01/2006;;;
Europe;PELAGON LINEA;EULI3550N18640;Formation nommée;Ligne allongée sombre ou brillante;LI;PELAGON LINEA;Approuvé par l'UAI en 1997;Roi;Grèce;grec;Non applicable;Non applicable;Non applicable;Non applicable;Roi qui vendit à Cadmus la vache avec une Pleine Lune blanche sur chaque flanc.;186,40;186°24';35,50;35°30';616,70;???;Europa;4637;Pelagon Linea;Pelagon Linea;Linea, lineae;LI;616.7;35.5;186.4;36.5;31.5;198.5;172.1;Planetographic  +East  0 - 360;;King who sold Cadmus the cow with a white full moon on each flank.;Europe;Greek;Approved;1997;19;10/01/2006;;;
Europe;PELORUS LINEA;EULI1980S17170;Formation nommée;Ligne allongée sombre ou brillante;LI;PELORUS LINEA;Approuvé par l'UAI en 1979;Humain;Grèce;grec;Non applicable;Non applicable;Non applicable;Non applicable;Survivant humain que Cadmus recousut avec une dent du dragon, un des fondateur de Thèbes.;171,70;171°41';-19,80;-19°-48';1 535,00;???;Europa;4643;Pelorus Linea;Pelorus Linea;Linea, lineae;LI;1 535,00;-19.8;171.7;-9.4;-21.5;200.4;148,00;Planetographic  +East  0 - 360;;"Greek; survivor of the men Cadmus sowed with the dragon's teeth; a founder of Thebes.";Europe;Greek;Approved;1979;19;10/01/2006;;;
Europe;PHINEUS LINEA;EULI2980S4010;Formation nommée;Ligne allongée sombre ou brillante;LI;PHINEUS LINEA;Approuvé par l'UAI en 1979;Humain;Grèce;grec;Non applicable;Non applicable;Non applicable;Non applicable;Frère d'Europe.;40,10;40°6';-29,80;-29°-48';2 004,00;???;Europa;4695;Phineus Linea;Phineus Linea;Linea, lineae;LI;2 004,00;-29.8;40.1;-19.2;-23.5;78.6;360,00;Planetographic  +East  0 - 360;;"Greek; brother of Europa.";Europe;Greek;Approved;1979;19;10/01/2006;;;
Europe;PHOCIS FLEXUS;EUFE4450S16160;Formation nommée;Crête basse et incurvée;FE;PHOCIS FLEXUS;Approuvé par l'UAI en 1985;Endroit;Grèce;grec;Non applicable;Non applicable;Non applicable;Non applicable;Endroit où la vache conduisit Cadmus avant qu'il ne stoppe à Thèbes.;161,60;161°35';-44,50;-44°-30';242,00;???;Europa;4703;Phocis Flexus;Phocis Flexus;Flexus, flexÅ«s;FE;242,00;-44.5;161.6;-46,00;-46.8;168.8;155.8;Planetographic  +East  0 - 360;;Where the cow lead Cadmus before it stopped at the site of Thebes.;Europe;Greek;Approved;1985;19;10/01/2006;;;
